date,rank,song,artist,last-week,peak-rank,weeks-on-board
12/30/2000,50,Tell Her,Lonestar,51,50,7
12/23/2000,1,Independent Women Part I,Destiny's Child,1,1,14
12/23/2000,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",4,2,8
12/23/2000,3,Case Of The Ex (Whatcha Gonna Do),Mya,2,2,19
12/23/2000,4,With Arms Wide Open,Creed,3,1,33
12/23/2000,5,He Loves U Not,Dream,8,5,13
12/23/2000,6,Ms. Jackson,OutKast,9,6,7
12/23/2000,7,Gotta Tell You,Samantha Mumba,6,4,16
12/23/2000,8,The Way You Love Me,Faith Hill,10,8,34
12/23/2000,9,Kryptonite,3 Doors Down,5,3,38
12/23/2000,10,This I Promise You,'N Sync,7,5,13
12/23/2000,11,If You're Gone,matchbox twenty,13,11,10
12/23/2000,12,Dance With Me,Debelah Morgan,15,12,22
12/23/2000,13,I Just Wanna Love U (Give It 2 Me),JAY-Z,14,13,9
12/23/2000,14,Most Girls,P!nk,11,4,20
12/23/2000,15,I Wish,R. Kelly,17,15,13
12/23/2000,16,E.I.,Nelly,16,16,12
12/23/2000,17,Shape Of My Heart,Backstreet Boys,12,9,11
12/23/2000,18,Between Me And You,Ja Rule Featuring Christina Milian,18,11,15
12/23/2000,19,Again,Lenny Kravitz,24,19,6
12/23/2000,20,Pinch Me,Barenaked Ladies,19,15,16
12/23/2000,21,Liquid Dreams,O-Town,,21,1
12/23/2000,22,Love Don't Cost A Thing,Jennifer Lopez,28,22,3
12/23/2000,23,Crazy For This Girl,Evan And Jaron,23,23,8
12/23/2000,24,What's Your Fantasy,Ludacris Featuring Shawnna,21,21,13
12/23/2000,25,Music,Madonna,20,1,20
12/23/2000,26,My First Love,Avant Featuring KeKe Wyatt,26,26,8
12/23/2000,27,My Next Thirty Years,Tim McGraw,27,27,10
12/23/2000,28,Beautiful Day,U2,32,28,12
12/23/2000,29,She Bangs,Ricky Martin,22,12,12
12/23/2000,30,Don't Think I'm Not,Kandi,25,24,21
12/23/2000,31,Without You,Dixie Chicks,35,31,12
12/23/2000,32,Just Friends (Sunny),Musiq,34,32,11
12/23/2000,33,Bent,matchbox twenty,30,1,35
12/23/2000,34,I Lost It,Kenny Chesney,40,34,10
12/23/2000,35,Don't Tell Me,Madonna,54,35,3
12/23/2000,36,We Danced,Brad Paisley,29,29,11
12/23/2000,37,Best Of Intentions,Travis Tritt,31,27,19
12/23/2000,38,No More,Ruff Endz,33,5,26
12/23/2000,39,Born To Fly,Sara Evans,36,36,10
12/23/2000,40,Hemorrhage (In My Hands),Fuel,48,40,9
12/23/2000,41,You're A God,Vertical Horizon,37,23,18
12/23/2000,42,Crazy,K-Ci & JoJo,60,42,3
12/23/2000,43,Bow Wow (That's My Name),Lil Bow Wow,64,43,5
12/23/2000,44,Come On Over Baby (All I Want Is You),Christina Aguilera,43,1,21
12/23/2000,45,www.memory,Alan Jackson,47,45,8
12/23/2000,46,Just Another Day In Paradise,Phil Vassar,41,35,13
12/23/2000,47,So In Love With Two,Mikaila,53,47,5
12/23/2000,48,No More (Baby I'ma Do Right),3LW,52,48,8
12/23/2000,49,911,Wyclef Jean Featuring Mary J. Blige,44,38,12
12/23/2000,50,My Everything,98 Degrees,59,50,3
12/16/2000,1,Independent Women Part I,Destiny's Child,1,1,13
12/16/2000,2,Case Of The Ex (Whatcha Gonna Do),Mya,2,2,18
12/16/2000,3,With Arms Wide Open,Creed,3,1,32
12/16/2000,4,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",7,4,7
12/16/2000,5,Kryptonite,3 Doors Down,5,3,37
12/16/2000,6,Gotta Tell You,Samantha Mumba,4,4,15
12/16/2000,7,This I Promise You,'N Sync,6,5,12
12/16/2000,8,He Loves U Not,Dream,11,8,12
12/16/2000,9,Ms. Jackson,OutKast,12,9,6
12/16/2000,10,The Way You Love Me,Faith Hill,9,8,33
12/16/2000,11,Most Girls,P!nk,8,4,19
12/16/2000,12,Shape Of My Heart,Backstreet Boys,10,9,10
12/16/2000,13,If You're Gone,matchbox twenty,15,13,9
12/16/2000,14,I Just Wanna Love U (Give It 2 Me),JAY-Z,14,14,8
12/16/2000,15,Dance With Me,Debelah Morgan,13,13,21
12/16/2000,16,E.I.,Nelly,18,16,11
12/16/2000,17,I Wish,R. Kelly,21,17,12
12/16/2000,18,Between Me And You,Ja Rule Featuring Christina Milian,17,11,14
12/16/2000,19,Pinch Me,Barenaked Ladies,19,15,15
12/16/2000,20,Music,Madonna,16,1,19
12/16/2000,21,What's Your Fantasy,Ludacris Featuring Shawnna,22,21,12
12/16/2000,22,She Bangs,Ricky Martin,20,12,11
12/16/2000,23,Crazy For This Girl,Evan And Jaron,28,23,7
12/16/2000,24,Again,Lenny Kravitz,39,24,5
12/16/2000,25,Don't Think I'm Not,Kandi,25,24,20
12/16/2000,26,My First Love,Avant Featuring KeKe Wyatt,33,26,7
12/16/2000,27,My Next Thirty Years,Tim McGraw,31,27,9
12/16/2000,28,Love Don't Cost A Thing,Jennifer Lopez,46,28,2
12/16/2000,29,We Danced,Brad Paisley,34,29,10
12/16/2000,30,Bent,matchbox twenty,27,1,34
12/16/2000,31,Best Of Intentions,Travis Tritt,29,27,18
12/16/2000,32,Beautiful Day,U2,42,32,11
12/16/2000,33,No More,Ruff Endz,24,5,25
12/16/2000,34,Just Friends (Sunny),Musiq,41,34,10
12/16/2000,35,Without You,Dixie Chicks,40,35,11
12/16/2000,36,Born To Fly,Sara Evans,44,36,9
12/16/2000,37,You're A God,Vertical Horizon,37,23,17
12/16/2000,38,Bag Lady,Erykah Badu,26,6,18
12/16/2000,39,Jumpin' Jumpin',Destiny's Child,35,3,32
12/16/2000,40,I Lost It,Kenny Chesney,47,40,9
12/16/2000,41,Just Another Day In Paradise,Phil Vassar,43,35,12
12/16/2000,42,Shake Ya Ass,Mystikal,30,13,19
12/16/2000,43,Come On Over Baby (All I Want Is You),Christina Aguilera,23,1,20
12/16/2000,44,911,Wyclef Jean Featuring Mary J. Blige,38,38,11
12/16/2000,45,The Itch,Vitamin C,48,45,3
12/16/2000,46,Incomplete,Sisqo,32,1,26
12/16/2000,47,www.memory,Alan Jackson,49,47,7
12/16/2000,48,Hemorrhage (In My Hands),Fuel,52,48,8
12/16/2000,49,(Hot S**t) Country Grammar,Nelly,36,7,34
12/16/2000,50,Faded,SoulDecision Featuring Thrust,45,22,24
12/9/2000,1,Independent Women Part I,Destiny's Child,1,1,12
12/9/2000,2,Case Of The Ex (Whatcha Gonna Do),Mya,2,2,17
12/9/2000,3,With Arms Wide Open,Creed,3,1,31
12/9/2000,4,Gotta Tell You,Samantha Mumba,7,4,14
12/9/2000,5,Kryptonite,3 Doors Down,4,3,36
12/9/2000,6,This I Promise You,'N Sync,5,5,11
12/9/2000,7,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",10,7,6
12/9/2000,8,Most Girls,P!nk,6,4,18
12/9/2000,9,The Way You Love Me,Faith Hill,8,8,32
12/9/2000,10,Shape Of My Heart,Backstreet Boys,9,9,9
12/9/2000,11,He Loves U Not,Dream,18,11,11
12/9/2000,12,Ms. Jackson,OutKast,21,12,5
12/9/2000,13,Dance With Me,Debelah Morgan,13,13,20
12/9/2000,14,I Just Wanna Love U (Give It 2 Me),JAY-Z,19,14,7
12/9/2000,15,If You're Gone,matchbox twenty,20,15,8
12/9/2000,16,Music,Madonna,11,1,18
12/9/2000,17,Between Me And You,Ja Rule Featuring Christina Milian,14,11,13
12/9/2000,18,E.I.,Nelly,16,16,10
12/9/2000,19,Pinch Me,Barenaked Ladies,15,15,14
12/9/2000,20,She Bangs,Ricky Martin,12,12,10
12/9/2000,21,I Wish,R. Kelly,17,17,11
12/9/2000,22,What's Your Fantasy,Ludacris Featuring Shawnna,25,22,11
12/9/2000,23,Come On Over Baby (All I Want Is You),Christina Aguilera,22,1,19
12/9/2000,24,No More,Ruff Endz,23,5,24
12/9/2000,25,Don't Think I'm Not,Kandi,26,24,19
12/9/2000,26,Bag Lady,Erykah Badu,29,6,17
12/9/2000,27,Bent,matchbox twenty,28,1,33
12/9/2000,28,Crazy For This Girl,Evan And Jaron,33,28,6
12/9/2000,29,Best Of Intentions,Travis Tritt,27,27,17
12/9/2000,30,Shake Ya Ass,Mystikal,24,13,18
12/9/2000,31,My Next Thirty Years,Tim McGraw,36,31,8
12/9/2000,32,Incomplete,Sisqo,31,1,25
12/9/2000,33,My First Love,Avant Featuring KeKe Wyatt,39,33,6
12/9/2000,34,We Danced,Brad Paisley,34,34,9
12/9/2000,35,Jumpin' Jumpin',Destiny's Child,30,3,31
12/9/2000,36,(Hot S**t) Country Grammar,Nelly,37,7,33
12/9/2000,37,You're A God,Vertical Horizon,32,23,16
12/9/2000,38,911,Wyclef Jean Featuring Mary J. Blige,42,38,10
12/9/2000,39,Again,Lenny Kravitz,48,39,4
12/9/2000,40,Without You,Dixie Chicks,41,40,10
12/9/2000,41,Just Friends (Sunny),Musiq,44,41,9
12/9/2000,42,Beautiful Day,U2,40,40,10
12/9/2000,43,Just Another Day In Paradise,Phil Vassar,35,35,11
12/9/2000,44,Born To Fly,Sara Evans,46,44,8
12/9/2000,45,Faded,SoulDecision Featuring Thrust,38,22,23
12/9/2000,46,Love Don't Cost A Thing,Jennifer Lopez,,46,1
12/9/2000,47,I Lost It,Kenny Chesney,47,47,8
12/9/2000,48,The Itch,Vitamin C,86,48,2
12/9/2000,49,www.memory,Alan Jackson,50,49,6
12/9/2000,50,The Little Girl,John Michael Montgomery,45,35,14
12/2/2000,1,Independent Women Part I,Destiny's Child,1,1,11
12/2/2000,2,Case Of The Ex (Whatcha Gonna Do),Mya,7,2,16
12/2/2000,3,With Arms Wide Open,Creed,2,1,30
12/2/2000,4,Kryptonite,3 Doors Down,3,3,35
12/2/2000,5,This I Promise You,'N Sync,6,5,10
12/2/2000,6,Most Girls,P!nk,4,4,17
12/2/2000,7,Gotta Tell You,Samantha Mumba,5,5,13
12/2/2000,8,The Way You Love Me,Faith Hill,9,8,31
12/2/2000,9,Shape Of My Heart,Backstreet Boys,10,9,8
12/2/2000,10,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",16,10,5
12/2/2000,11,Music,Madonna,8,1,17
12/2/2000,12,She Bangs,Ricky Martin,13,12,9
12/2/2000,13,Dance With Me,Debelah Morgan,14,13,19
12/2/2000,14,Between Me And You,Ja Rule Featuring Christina Milian,11,11,12
12/2/2000,15,Pinch Me,Barenaked Ladies,15,15,13
12/2/2000,16,E.I.,Nelly,17,16,9
12/2/2000,17,I Wish,R. Kelly,20,17,10
12/2/2000,18,He Loves U Not,Dream,18,18,10
12/2/2000,19,I Just Wanna Love U (Give It 2 Me),JAY-Z,23,19,6
12/2/2000,20,If You're Gone,matchbox twenty,21,20,7
12/2/2000,21,Ms. Jackson,OutKast,27,21,4
12/2/2000,22,Come On Over Baby (All I Want Is You),Christina Aguilera,12,1,18
12/2/2000,23,No More,Ruff Endz,22,5,23
12/2/2000,24,Shake Ya Ass,Mystikal,19,13,17
12/2/2000,25,What's Your Fantasy,Ludacris Featuring Shawnna,30,25,10
12/2/2000,26,Don't Think I'm Not,Kandi,31,24,18
12/2/2000,27,Best Of Intentions,Travis Tritt,28,27,16
12/2/2000,28,Bent,matchbox twenty,29,1,32
12/2/2000,29,Bag Lady,Erykah Badu,26,6,16
12/2/2000,30,Jumpin' Jumpin',Destiny's Child,24,3,30
12/2/2000,31,Incomplete,Sisqo,25,1,24
12/2/2000,32,You're A God,Vertical Horizon,32,23,15
12/2/2000,33,Crazy For This Girl,Evan And Jaron,37,33,5
12/2/2000,34,We Danced,Brad Paisley,39,34,8
12/2/2000,35,Just Another Day In Paradise,Phil Vassar,36,35,10
12/2/2000,36,My Next Thirty Years,Tim McGraw,40,36,7
12/2/2000,37,(Hot S**t) Country Grammar,Nelly,33,7,32
12/2/2000,38,Faded,SoulDecision Featuring Thrust,34,22,22
12/2/2000,39,My First Love,Avant Featuring KeKe Wyatt,43,39,5
12/2/2000,40,Beautiful Day,U2,44,40,9
12/2/2000,41,Without You,Dixie Chicks,46,41,9
12/2/2000,42,911,Wyclef Jean Featuring Mary J. Blige,38,38,9
12/2/2000,43,Liar,Profyle,35,14,12
12/2/2000,44,Just Friends (Sunny),Musiq,52,44,8
12/2/2000,45,The Little Girl,John Michael Montgomery,42,35,13
12/2/2000,46,Born To Fly,Sara Evans,51,46,7
12/2/2000,47,I Lost It,Kenny Chesney,53,47,7
12/2/2000,48,Again,Lenny Kravitz,59,48,3
12/2/2000,49,Higher,Creed,50,7,57
12/2/2000,50,www.memory,Alan Jackson,54,50,5
11/25/2000,1,Independent Women Part I,Destiny's Child,1,1,10
11/25/2000,2,With Arms Wide Open,Creed,2,1,29
11/25/2000,3,Kryptonite,3 Doors Down,3,3,34
11/25/2000,4,Most Girls,P!nk,5,4,16
11/25/2000,5,Gotta Tell You,Samantha Mumba,6,5,12
11/25/2000,6,This I Promise You,'N Sync,7,6,9
11/25/2000,7,Case Of The Ex (Whatcha Gonna Do),Mya,9,7,15
11/25/2000,8,Music,Madonna,4,1,16
11/25/2000,9,The Way You Love Me,Faith Hill,10,9,30
11/25/2000,10,Shape Of My Heart,Backstreet Boys,12,10,7
11/25/2000,11,Between Me And You,Ja Rule Featuring Christina Milian,11,11,11
11/25/2000,12,Come On Over Baby (All I Want Is You),Christina Aguilera,8,1,17
11/25/2000,13,She Bangs,Ricky Martin,13,13,8
11/25/2000,14,Dance With Me,Debelah Morgan,14,14,18
11/25/2000,15,Pinch Me,Barenaked Ladies,16,15,12
11/25/2000,16,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",30,16,4
11/25/2000,17,E.I.,Nelly,22,17,8
11/25/2000,18,He Loves U Not,Dream,27,18,9
11/25/2000,19,Shake Ya Ass,Mystikal,17,13,16
11/25/2000,20,I Wish,R. Kelly,18,18,9
11/25/2000,21,If You're Gone,matchbox twenty,29,21,6
11/25/2000,22,No More,Ruff Endz,19,5,22
11/25/2000,23,I Just Wanna Love U (Give It 2 Me),JAY-Z,26,23,5
11/25/2000,24,Jumpin' Jumpin',Destiny's Child,15,3,29
11/25/2000,25,Incomplete,Sisqo,20,1,23
11/25/2000,26,Bag Lady,Erykah Badu,21,6,15
11/25/2000,27,Ms. Jackson,OutKast,35,27,3
11/25/2000,28,Best Of Intentions,Travis Tritt,28,28,15
11/25/2000,29,Bent,matchbox twenty,24,1,31
11/25/2000,30,What's Your Fantasy,Ludacris Featuring Shawnna,32,30,9
11/25/2000,31,Don't Think I'm Not,Kandi,31,24,17
11/25/2000,32,You're A God,Vertical Horizon,25,23,14
11/25/2000,33,(Hot S**t) Country Grammar,Nelly,23,7,31
11/25/2000,34,Faded,SoulDecision Featuring Thrust,34,22,21
11/25/2000,35,Liar,Profyle,33,14,11
11/25/2000,36,Just Another Day In Paradise,Phil Vassar,38,36,9
11/25/2000,37,Crazy For This Girl,Evan And Jaron,44,37,4
11/25/2000,38,911,Wyclef Jean Featuring Mary J. Blige,43,38,8
11/25/2000,39,We Danced,Brad Paisley,42,39,7
11/25/2000,40,My Next Thirty Years,Tim McGraw,46,40,6
11/25/2000,41,Doesn't Really Matter,Janet,40,1,24
11/25/2000,42,The Little Girl,John Michael Montgomery,37,35,12
11/25/2000,43,My First Love,Avant Featuring KeKe Wyatt,56,43,4
11/25/2000,44,Beautiful Day,U2,47,44,8
11/25/2000,45,Wonderful,Everclear,39,11,21
11/25/2000,46,Without You,Dixie Chicks,48,46,8
11/25/2000,47,Give Me Just One Night (Una Noche),98 Degrees,36,2,15
11/25/2000,48,He Wasn't Man Enough,Toni Braxton,41,2,37
11/25/2000,49,Back Here,BBMak,45,13,31
11/25/2000,50,Higher,Creed,50,7,56
11/18/2000,1,Independent Women Part I,Destiny's Child,5,1,9
11/18/2000,2,With Arms Wide Open,Creed,1,1,28
11/18/2000,3,Kryptonite,3 Doors Down,3,3,33
11/18/2000,4,Music,Madonna,2,1,15
11/18/2000,5,Most Girls,P!nk,6,5,15
11/18/2000,6,Gotta Tell You,Samantha Mumba,8,6,11
11/18/2000,7,This I Promise You,'N Sync,7,6,8
11/18/2000,8,Come On Over Baby (All I Want Is You),Christina Aguilera,4,1,16
11/18/2000,9,Case Of The Ex (Whatcha Gonna Do),Mya,9,9,14
11/18/2000,10,The Way You Love Me,Faith Hill,11,10,29
11/18/2000,11,Between Me And You,Ja Rule Featuring Christina Milian,14,11,10
11/18/2000,12,Shape Of My Heart,Backstreet Boys,12,12,6
11/18/2000,13,She Bangs,Ricky Martin,16,13,7
11/18/2000,14,Dance With Me,Debelah Morgan,21,14,17
11/18/2000,15,Jumpin' Jumpin',Destiny's Child,10,3,28
11/18/2000,16,Pinch Me,Barenaked Ladies,25,16,11
11/18/2000,17,Shake Ya Ass,Mystikal,13,13,15
11/18/2000,18,I Wish,R. Kelly,22,18,8
11/18/2000,19,No More,Ruff Endz,18,5,21
11/18/2000,20,Incomplete,Sisqo,17,1,22
11/18/2000,21,Bag Lady,Erykah Badu,15,6,14
11/18/2000,22,E.I.,Nelly,26,22,7
11/18/2000,23,(Hot S**t) Country Grammar,Nelly,19,7,30
11/18/2000,24,Bent,matchbox twenty,20,1,30
11/18/2000,25,You're A God,Vertical Horizon,23,23,13
11/18/2000,26,I Just Wanna Love U (Give It 2 Me),JAY-Z,35,26,4
11/18/2000,27,He Loves U Not,Dream,32,27,8
11/18/2000,28,Best Of Intentions,Travis Tritt,28,28,14
11/18/2000,29,If You're Gone,matchbox twenty,30,29,5
11/18/2000,30,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",39,30,3
11/18/2000,31,Don't Think I'm Not,Kandi,27,24,16
11/18/2000,32,What's Your Fantasy,Ludacris Featuring Shawnna,33,32,8
11/18/2000,33,Liar,Profyle,24,14,10
11/18/2000,34,Faded,SoulDecision Featuring Thrust,31,22,20
11/18/2000,35,Ms. Jackson,OutKast,55,35,2
11/18/2000,36,Give Me Just One Night (Una Noche),98 Degrees,29,2,14
11/18/2000,37,The Little Girl,John Michael Montgomery,38,35,11
11/18/2000,38,Just Another Day In Paradise,Phil Vassar,43,38,8
11/18/2000,39,Wonderful,Everclear,36,11,20
11/18/2000,40,Doesn't Really Matter,Janet,37,1,23
11/18/2000,41,He Wasn't Man Enough,Toni Braxton,34,2,36
11/18/2000,42,We Danced,Brad Paisley,45,42,6
11/18/2000,43,911,Wyclef Jean Featuring Mary J. Blige,48,43,7
11/18/2000,44,Crazy For This Girl,Evan And Jaron,50,44,3
11/18/2000,45,Back Here,BBMak,42,13,30
11/18/2000,46,My Next Thirty Years,Tim McGraw,52,46,5
11/18/2000,47,Beautiful Day,U2,61,47,7
11/18/2000,48,Without You,Dixie Chicks,49,48,7
11/18/2000,49,Go On,George Strait,46,40,13
11/18/2000,50,Higher,Creed,47,7,55
11/11/2000,1,With Arms Wide Open,Creed,3,1,27
11/11/2000,2,Music,Madonna,2,1,14
11/11/2000,3,Kryptonite,3 Doors Down,4,3,32
11/11/2000,4,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,15
11/11/2000,5,Independent Women Part I,Destiny's Child,7,5,8
11/11/2000,6,Most Girls,P!nk,5,5,14
11/11/2000,7,This I Promise You,'N Sync,6,6,7
11/11/2000,8,Gotta Tell You,Samantha Mumba,9,8,10
11/11/2000,9,Case Of The Ex (Whatcha Gonna Do),Mya,10,9,13
11/11/2000,10,Jumpin' Jumpin',Destiny's Child,8,3,27
11/11/2000,11,The Way You Love Me,Faith Hill,12,11,28
11/11/2000,12,Shape Of My Heart,Backstreet Boys,15,12,5
11/11/2000,13,Shake Ya Ass,Mystikal,13,13,14
11/11/2000,14,Between Me And You,Ja Rule Featuring Christina Milian,16,14,9
11/11/2000,15,Bag Lady,Erykah Badu,11,6,13
11/11/2000,16,She Bangs,Ricky Martin,18,16,6
11/11/2000,17,Incomplete,Sisqo,14,1,21
11/11/2000,18,No More,Ruff Endz,21,5,20
11/11/2000,19,(Hot S**t) Country Grammar,Nelly,17,7,29
11/11/2000,20,Bent,matchbox twenty,20,1,29
11/11/2000,21,Dance With Me,Debelah Morgan,24,21,16
11/11/2000,22,I Wish,R. Kelly,27,22,7
11/11/2000,23,You're A God,Vertical Horizon,23,23,12
11/11/2000,24,Liar,Profyle,19,14,9
11/11/2000,25,Pinch Me,Barenaked Ladies,26,25,10
11/11/2000,26,E.I.,Nelly,32,26,6
11/11/2000,27,Don't Think I'm Not,Kandi,29,24,15
11/11/2000,28,Best Of Intentions,Travis Tritt,31,28,13
11/11/2000,29,Give Me Just One Night (Una Noche),98 Degrees,22,2,13
11/11/2000,30,If You're Gone,matchbox twenty,38,30,4
11/11/2000,31,Faded,SoulDecision Featuring Thrust,34,22,19
11/11/2000,32,He Loves U Not,Dream,42,32,7
11/11/2000,33,What's Your Fantasy,Ludacris Featuring Shawnna,40,33,7
11/11/2000,34,He Wasn't Man Enough,Toni Braxton,33,2,35
11/11/2000,35,I Just Wanna Love U (Give It 2 Me),JAY-Z,45,35,3
11/11/2000,36,Wonderful,Everclear,28,11,19
11/11/2000,37,Doesn't Really Matter,Janet,25,1,22
11/11/2000,38,The Little Girl,John Michael Montgomery,35,35,10
11/11/2000,39,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",57,39,2
11/11/2000,40,Bounce With Me,Lil Bow Wow Featuring Xscape,36,20,13
11/11/2000,41,I Need You,LeAnn Rimes,30,11,25
11/11/2000,42,Back Here,BBMak,37,13,29
11/11/2000,43,Just Another Day In Paradise,Phil Vassar,46,43,7
11/11/2000,44,It's My Life,Bon Jovi,39,33,14
11/11/2000,45,We Danced,Brad Paisley,52,45,5
11/11/2000,46,Go On,George Strait,44,40,12
11/11/2000,47,Higher,Creed,43,7,54
11/11/2000,48,911,Wyclef Jean Featuring Mary J. Blige,53,48,6
11/11/2000,49,Without You,Dixie Chicks,50,49,6
11/11/2000,50,Crazy For This Girl,Evan And Jaron,58,50,2
11/4/2000,1,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,14
11/4/2000,2,Music,Madonna,2,1,13
11/4/2000,3,With Arms Wide Open,Creed,3,3,26
11/4/2000,4,Kryptonite,3 Doors Down,4,4,31
11/4/2000,5,Most Girls,P!nk,5,5,13
11/4/2000,6,This I Promise You,'N Sync,11,6,6
11/4/2000,7,Independent Women Part I,Destiny's Child,15,7,7
11/4/2000,8,Jumpin' Jumpin',Destiny's Child,6,3,26
11/4/2000,9,Gotta Tell You,Samantha Mumba,10,9,9
11/4/2000,10,Case Of The Ex (Whatcha Gonna Do),Mya,17,10,12
11/4/2000,11,Bag Lady,Erykah Badu,8,6,12
11/4/2000,12,The Way You Love Me,Faith Hill,16,12,27
11/4/2000,13,Shake Ya Ass,Mystikal,13,13,13
11/4/2000,14,Incomplete,Sisqo,9,1,20
11/4/2000,15,Shape Of My Heart,Backstreet Boys,24,15,4
11/4/2000,16,Between Me And You,Ja Rule Featuring Christina Milian,22,16,8
11/4/2000,17,(Hot S**t) Country Grammar,Nelly,12,7,28
11/4/2000,18,She Bangs,Ricky Martin,21,18,5
11/4/2000,19,Liar,Profyle,14,14,8
11/4/2000,20,Bent,matchbox twenty,19,1,28
11/4/2000,21,No More,Ruff Endz,23,5,19
11/4/2000,22,Give Me Just One Night (Una Noche),98 Degrees,7,2,12
11/4/2000,23,You're A God,Vertical Horizon,26,23,11
11/4/2000,24,Dance With Me,Debelah Morgan,31,24,15
11/4/2000,25,Doesn't Really Matter,Janet,20,1,21
11/4/2000,26,Pinch Me,Barenaked Ladies,29,26,9
11/4/2000,27,I Wish,R. Kelly,32,27,6
11/4/2000,28,Wonderful,Everclear,18,11,18
11/4/2000,29,Don't Think I'm Not,Kandi,28,24,14
11/4/2000,30,I Need You,LeAnn Rimes,25,11,24
11/4/2000,31,Best Of Intentions,Travis Tritt,33,31,12
11/4/2000,32,E.I.,Nelly,38,32,5
11/4/2000,33,He Wasn't Man Enough,Toni Braxton,37,2,34
11/4/2000,34,Faded,SoulDecision Featuring Thrust,30,22,18
11/4/2000,35,The Little Girl,John Michael Montgomery,35,35,9
11/4/2000,36,Bounce With Me,Lil Bow Wow Featuring Xscape,27,20,12
11/4/2000,37,Back Here,BBMak,36,13,28
11/4/2000,38,If You're Gone,matchbox twenty,43,38,3
11/4/2000,39,It's My Life,Bon Jovi,34,33,13
11/4/2000,40,What's Your Fantasy,Ludacris Featuring Shawnna,49,40,6
11/4/2000,41,Who Let The Dogs Out,Baha Men,44,40,16
11/4/2000,42,He Loves U Not,Dream,47,42,6
